primary_label,secondary_labels,type,filename,collection,rating,url,latitude,longitude,scientific_name,common_name,author,license
ruther1,"['bobfly1', 'paltan1', 'whtdov', 'grekis', 'pavpig2']",['call'],ruther1/XC708498.ogg,XC,2.5,train_audio_clear/ruther1/XC708498.ogg,-13.7656,-66.1005,Tigrisoma lineatum,Rufescent Tiger-Heron,Richard E. Webster,cc-by-nc-sa 4.0
ruther1,[''],['song'],ruther1/XC708677.ogg,XC,5.0,train_audio_clear/ruther1/XC708677.ogg,-19.9819,-49.6801,Tigrisoma lineatum,Rufescent Tiger-Heron,Fernando Igor de Godoy,cc-by-nc-sa 4.0
ruther1,[''],[''],ruther1/XC743056.ogg,XC,3.0,train_audio_clear/ruther1/XC743056.ogg,-25.714,-54.456,Tigrisoma lineatum,Rufescent Tiger-Heron,Dante Gabriel Moresco,cc-by-nc-sa 4.0
ruther1,[''],['call'],ruther1/XC770313.ogg,XC,3.0,train_audio_clear/ruther1/XC770313.ogg,-22.7814,-47.0797,Tigrisoma lineatum,Rufescent Tiger-Heron,Fernando Igor de Godoy,cc-by-nc-sa 4.0
ruther1,[''],"['alarm call', 'flight call']",ruther1/XC817038.ogg,XC,5.0,train_audio_clear/ruther1/XC817038.ogg,-6.7131,-47.017,Tigrisoma lineatum,Rufescent Tiger-Heron,JAYRSON ARAUJO DE OLIVEIRA,cc-by-nc-sa 4.0
ruther1,[''],[''],ruther1/XC819373.ogg,XC,5.0,train_audio_clear/ruther1/XC819373.ogg,-24.9671,-57.2932,Tigrisoma lineatum,Rufescent Tiger-Heron,Guillermo Menéndez (gmmv80),cc-by-nc-sa 4.0
ruther1,"['yebela1', 'paltan1', 'banana']",['song'],ruther1/XC843910.ogg,XC,3.5,train_audio_clear/ruther1/XC843910.ogg,-8.6849,-35.8667,Tigrisoma lineatum,Rufescent Tiger-Heron,Mateus Gonçalves Santos,cc-by-nc-sa 4.0
ruther1,[''],['song'],ruther1/XC896252.ogg,XC,4.0,train_audio_clear/ruther1/XC896252.ogg,-16.3468,-56.1518,Tigrisoma lineatum,Rufescent Tiger-Heron,Fernando Igor de Godoy,cc-by-nc-sa 4.0
ruther1,[''],['song'],ruther1/XC896253.ogg,XC,4.0,train_audio_clear/ruther1/XC896253.ogg,-16.3468,-56.1518,Tigrisoma lineatum,Rufescent Tiger-Heron,Fernando Igor de Godoy,cc-by-nc-sa 4.0
ruther1,[''],[''],ruther1/XC943092.ogg,XC,4.0,train_audio_clear/ruther1/XC943092.ogg,6.0529,-74.6646,Tigrisoma lineatum,Rufescent Tiger-Heron,Carlos Delgado JUMABITA,cc-by-nc-sa 4.0
ruther1,[''],[''],ruther1/iNat1000641.ogg,iNat,0.0,train_audio_clear/ruther1/iNat1000641.ogg,-27.2815,-63.5225,Tigrisoma lineatum,Rufescent Tiger-Heron,Rebeca Moreno,cc-by-nc 4.0
ruther1,[''],[''],ruther1/iNat1000643.ogg,iNat,0.0,train_audio_clear/ruther1/iNat1000643.ogg,-27.2815,-63.5225,Tigrisoma lineatum,Rufescent Tiger-Heron,Rebeca Moreno,cc-by-nc 4.0
ruther1,[''],[''],ruther1/iNat514294.ogg,iNat,0.0,train_audio_clear/ruther1/iNat514294.ogg,-16.5046,-56.6745,Tigrisoma lineatum,Rufescent Tiger-Heron,Jennifer Rycenga,cc-by 4.0
ruther1,[''],[''],ruther1/iNat621680.ogg,iNat,0.0,train_audio_clear/ruther1/iNat621680.ogg,-31.5815,-60.7059,Tigrisoma lineatum,Rufescent Tiger-Heron,Eduardo Luis Beltrocco,cc-by 4.0
ruther1,[''],[''],ruther1/iNat682015.ogg,iNat,0.0,train_audio_clear/ruther1/iNat682015.ogg,-34.7516,-58.1209,Tigrisoma lineatum,Rufescent Tiger-Heron,Matias Cabezas,cc-by 4.0
rutjac1,[''],['call'],rutjac1/XC118855.ogg,XC,3.0,train_audio_clear/rutjac1/XC118855.ogg,-9.9826,-50.0151,Galbula ruficauda,Rufous-tailed Jacamar,GABRIEL LEITE,cc-by-nc-sa 3.0
rutjac1,[''],['call'],rutjac1/XC119178.ogg,XC,4.0,train_audio_clear/rutjac1/XC119178.ogg,-5.8483,-55.8298,Galbula ruficauda,Rufous-tailed Jacamar,GABRIEL LEITE,cc-by-nc-sa 3.0
rutjac1,[''],['song'],rutjac1/XC121548.ogg,XC,5.0,train_audio_clear/rutjac1/XC121548.ogg,-19.8189,-40.2739,Galbula ruficauda,Rufous-tailed Jacamar,Noé Eiterer,cc-by-nc-sa 3.0
rutjac1,[''],['call'],rutjac1/XC123677.ogg,XC,5.0,train_audio_clear/rutjac1/XC123677.ogg,-16.7581,-56.8764,Galbula ruficauda,Rufous-tailed Jacamar,Eric DeFonso,cc-by-nc-sa 3.0
rutjac1,[''],['song'],rutjac1/XC126154.ogg,XC,4.0,train_audio_clear/rutjac1/XC126154.ogg,17.2213,-89.6119,Galbula ruficauda,Rufous-tailed Jacamar,Mike Nelson,cc-by-nc-sa 3.0
rutjac1,[''],['song'],rutjac1/XC126156.ogg,XC,4.0,train_audio_clear/rutjac1/XC126156.ogg,17.2213,-89.6119,Galbula ruficauda,Rufous-tailed Jacamar,Mike Nelson,cc-by-nc-sa 3.0
rutjac1,[''],['song'],rutjac1/XC126158.ogg,XC,4.0,train_audio_clear/rutjac1/XC126158.ogg,17.2213,-89.6119,Galbula ruficauda,Rufous-tailed Jacamar,Mike Nelson,cc-by-nc-sa 3.0
rutjac1,[''],['song'],rutjac1/XC130916.ogg,XC,5.0,train_audio_clear/rutjac1/XC130916.ogg,-20.79,-42.8882,Galbula ruficauda,Rufous-tailed Jacamar,Noé Eiterer,cc-by-nc-sa 3.0
rutjac1,[''],['call'],rutjac1/XC130918.ogg,XC,5.0,train_audio_clear/rutjac1/XC130918.ogg,-20.79,-42.8882,Galbula ruficauda,Rufous-tailed Jacamar,Noé Eiterer,cc-by-nc-sa 3.0
rutjac1,[''],['call'],rutjac1/XC130919.ogg,XC,5.0,train_audio_clear/rutjac1/XC130919.ogg,-20.79,-42.8882,Galbula ruficauda,Rufous-tailed Jacamar,Noé Eiterer,cc-by-nc-sa 3.0
rutjac1,[''],['call'],rutjac1/XC133976.ogg,XC,5.0,train_audio_clear/rutjac1/XC133976.ogg,-22.6736,-48.9592,Galbula ruficauda,Rufous-tailed Jacamar,Paulo Affonso Fonseca Pires Neto,cc-by-nc-sa 3.0
rutjac1,[''],['song'],rutjac1/XC145536.ogg,XC,4.0,train_audio_clear/rutjac1/XC145536.ogg,-15.348,-38.989,Galbula ruficauda,Rufous-tailed Jacamar,Antonio Silveira,cc-by-nc-sa 3.0
rutjac1,[''],['song'],rutjac1/XC145555.ogg,XC,4.0,train_audio_clear/rutjac1/XC145555.ogg,-15.4173,-38.9971,Galbula ruficauda,Rufous-tailed Jacamar,Antonio Silveira,cc-by-nc-sa 3.0
rutjac1,[''],['call'],rutjac1/XC148296.ogg,XC,5.0,train_audio_clear/rutjac1/XC148296.ogg,1.8888,-76.2888,Galbula ruficauda,Rufous-tailed Jacamar,Gary Stiles (Colección de Sonidos Ambientales - Instituto Humboldt),cc-by-nc-sa 3.0
rutjac1,[''],['song'],rutjac1/XC150502.ogg,XC,4.0,train_audio_clear/rutjac1/XC150502.ogg,-14.8662,-64.9726,Galbula ruficauda,Rufous-tailed Jacamar,Dan Lane,cc-by-nc-sa 3.0
rutjac1,['blbwre1'],['call'],rutjac1/XC162287.ogg,XC,2.5,train_audio_clear/rutjac1/XC162287.ogg,7.9253,-74.7835,Galbula ruficauda,Rufous-tailed Jacamar,Johnnier A. Arango-Bermúdez,cc-by-nc-sa 3.0
rutjac1,[''],['call'],rutjac1/XC166035.ogg,XC,4.0,train_audio_clear/rutjac1/XC166035.ogg,9.7751,-84.6167,Galbula ruficauda,Rufous-tailed Jacamar,Mike Nelson,cc-by-nc-sa 3.0
rutjac1,[''],"['call', 'song']",rutjac1/XC166038.ogg,XC,4.0,train_audio_clear/rutjac1/XC166038.ogg,9.7751,-84.6167,Galbula ruficauda,Rufous-tailed Jacamar,Mike Nelson,cc-by-nc-sa 3.0
rutjac1,[''],['call'],rutjac1/XC166039.ogg,XC,4.0,train_audio_clear/rutjac1/XC166039.ogg,9.7751,-84.6167,Galbula ruficauda,Rufous-tailed Jacamar,Mike Nelson,cc-by-nc-sa 3.0
rutjac1,[''],"['call', 'song']",rutjac1/XC166445.ogg,XC,4.0,train_audio_clear/rutjac1/XC166445.ogg,9.832,-83.5639,Galbula ruficauda,Rufous-tailed Jacamar,Mike Nelson,cc-by-nc-sa 3.0
rutjac1,[''],['song'],rutjac1/XC169851.ogg,XC,4.0,train_audio_clear/rutjac1/XC169851.ogg,-19.2204,-42.4832,Galbula ruficauda,Rufous-tailed Jacamar,Roney Assis Souza,cc-by-nc-sa 3.0
rutjac1,[''],['song'],rutjac1/XC169852.ogg,XC,3.0,train_audio_clear/rutjac1/XC169852.ogg,-19.2204,-42.4832,Galbula ruficauda,Rufous-tailed Jacamar,Roney Assis Souza,cc-by-nc-sa 3.0
rutjac1,[''],['song'],rutjac1/XC169874.ogg,XC,4.0,train_audio_clear/rutjac1/XC169874.ogg,-19.2204,-42.4832,Galbula ruficauda,Rufous-tailed Jacamar,Roney Assis Souza,cc-by-nc-sa 3.0
rutjac1,[''],['call'],rutjac1/XC170044.ogg,XC,3.0,train_audio_clear/rutjac1/XC170044.ogg,-19.2204,-42.4832,Galbula ruficauda,Rufous-tailed Jacamar,Roney Assis Souza,cc-by-nc-sa 3.0
rutjac1,['colara1'],['call'],rutjac1/XC170159.ogg,XC,3.5,train_audio_clear/rutjac1/XC170159.ogg,15.763,-87.4557,Galbula ruficauda,Rufous-tailed Jacamar,Oliver Komar,cc-by-nc-sa 3.0
rutjac1,[''],['song'],rutjac1/XC170164.ogg,XC,3.0,train_audio_clear/rutjac1/XC170164.ogg,15.763,-87.4557,Galbula ruficauda,Rufous-tailed Jacamar,Oliver Komar,cc-by-nc-sa 3.0
rutjac1,[''],['call'],rutjac1/XC173323.ogg,XC,4.0,train_audio_clear/rutjac1/XC173323.ogg,-20.4082,-44.0279,Galbula ruficauda,Rufous-tailed Jacamar,João Antônio de B. Vitto,cc-by-nc-sa 4.0
rutjac1,[''],['call'],rutjac1/XC177966.ogg,XC,1.0,train_audio_clear/rutjac1/XC177966.ogg,14.2861,-85.6163,Galbula ruficauda,Rufous-tailed Jacamar,Oliver Komar,cc-by-nc-sa 4.0
rutjac1,[''],['song'],rutjac1/XC178086.ogg,XC,4.0,train_audio_clear/rutjac1/XC178086.ogg,-20.4082,-44.0279,Galbula ruficauda,Rufous-tailed Jacamar,Douglas Meyer,cc-by-nc-sa 4.0
rutjac1,[''],['song'],rutjac1/XC186322.ogg,XC,5.0,train_audio_clear/rutjac1/XC186322.ogg,-21.8625,-49.643,Galbula ruficauda,Rufous-tailed Jacamar,Fernando Igor de Godoy,cc-by-nc-sa 4.0
rutjac1,[''],['call'],rutjac1/XC186942.ogg,XC,3.0,train_audio_clear/rutjac1/XC186942.ogg,0.1861,-79.2265,Galbula ruficauda,Rufous-tailed Jacamar,GABRIEL LEITE,cc-by-nc-sa 4.0
rutjac1,[''],['call'],rutjac1/XC1949.ogg,XC,5.0,train_audio_clear/rutjac1/XC1949.ogg,-14.6112,-61.1928,Galbula ruficauda,Rufous-tailed Jacamar,Sjoerd Mayer,cc-by-nc-sa 3.0
rutjac1,[''],['call'],rutjac1/XC2308.ogg,XC,5.0,train_audio_clear/rutjac1/XC2308.ogg,-13.6,-60.917,Galbula ruficauda,Rufous-tailed Jacamar,Sjoerd Mayer,cc-by-nc-sa 3.0
rutjac1,[''],['call'],rutjac1/XC233566.ogg,XC,5.0,train_audio_clear/rutjac1/XC233566.ogg,-12.548,-41.362,Galbula ruficauda,Rufous-tailed Jacamar,Jeremy Minns,cc-by-nc-sa 4.0
rutjac1,[''],['call'],rutjac1/XC238282.ogg,XC,4.0,train_audio_clear/rutjac1/XC238282.ogg,-0.593,-79.363,Galbula ruficauda,Rufous-tailed Jacamar,Niels Krabbe,cc-by-nc-sa 3.0
rutjac1,[''],['call'],rutjac1/XC238283.ogg,XC,5.0,train_audio_clear/rutjac1/XC238283.ogg,0.185,-78.91,Galbula ruficauda,Rufous-tailed Jacamar,Niels Krabbe,cc-by-nc-sa 3.0
rutjac1,[''],['call'],rutjac1/XC244978.ogg,XC,4.0,train_audio_clear/rutjac1/XC244978.ogg,5.3131,-71.3681,Galbula ruficauda,Rufous-tailed Jacamar,Oscar Humberto Marín Gómez &amp; Juan Pablo López,cc-by-nc-sa 3.0
rutjac1,['brtpar1'],['song'],rutjac1/XC245377.ogg,XC,4.5,train_audio_clear/rutjac1/XC245377.ogg,6.28,-71.77,Galbula ruficauda,Rufous-tailed Jacamar,Oscar Humberto Marín Gómez &amp; Natalia Perez Amaya,cc-by-nc-sa 3.0
rutjac1,[''],['song'],rutjac1/XC246928.ogg,XC,5.0,train_audio_clear/rutjac1/XC246928.ogg,7.5637,-69.4968,Galbula ruficauda,Rufous-tailed Jacamar,Joe Klaiber,cc-by-nc-sa 4.0
rutjac1,[''],['song'],rutjac1/XC246929.ogg,XC,5.0,train_audio_clear/rutjac1/XC246929.ogg,7.5637,-69.4968,Galbula ruficauda,Rufous-tailed Jacamar,Joe Klaiber,cc-by-nc-sa 4.0
rutjac1,[''],['song'],rutjac1/XC246930.ogg,XC,5.0,train_audio_clear/rutjac1/XC246930.ogg,7.5637,-69.4968,Galbula ruficauda,Rufous-tailed Jacamar,Joe Klaiber,cc-by-nc-sa 4.0
rutjac1,[''],['song'],rutjac1/XC247258.ogg,XC,4.0,train_audio_clear/rutjac1/XC247258.ogg,-19.2204,-42.4832,Galbula ruficauda,Rufous-tailed Jacamar,Roney Souza,cc-by-nc-sa 4.0
rutjac1,[''],['alarm call'],rutjac1/XC250854.ogg,XC,4.0,train_audio_clear/rutjac1/XC250854.ogg,0.217,-78.89,Galbula ruficauda,Rufous-tailed Jacamar,Niels Krabbe,cc-by-sa 4.0
rutjac1,[''],['song'],rutjac1/XC250855.ogg,XC,4.0,train_audio_clear/rutjac1/XC250855.ogg,0.217,-78.89,Galbula ruficauda,Rufous-tailed Jacamar,Niels Krabbe,cc-by-sa 4.0
rutjac1,[''],['call'],rutjac1/XC252394.ogg,XC,4.0,train_audio_clear/rutjac1/XC252394.ogg,-16.2352,-51.2556,Galbula ruficauda,Rufous-tailed Jacamar,Daniel Blamires,cc-by-nc-sa 4.0
rutjac1,[''],['song'],rutjac1/XC261830.ogg,XC,5.0,train_audio_clear/rutjac1/XC261830.ogg,0.883,-78.8,Galbula ruficauda,Rufous-tailed Jacamar,Olaf Jahn,cc-by-nc-sa 4.0
rutjac1,['rumfly1'],['song'],rutjac1/XC261831.ogg,XC,4.5,train_audio_clear/rutjac1/XC261831.ogg,0.883,-78.8,Galbula ruficauda,Rufous-tailed Jacamar,Olaf Jahn,cc-by-nc-sa 4.0
rutjac1,['littin1'],"['call', 'calls']",rutjac1/XC261832.ogg,XC,4.5,train_audio_clear/rutjac1/XC261832.ogg,0.883,-78.8,Galbula ruficauda,Rufous-tailed Jacamar,Olaf Jahn,cc-by-nc-sa 4.0
rutjac1,[''],['call'],rutjac1/XC263522.ogg,XC,5.0,train_audio_clear/rutjac1/XC263522.ogg,15.5958,-87.0617,Galbula ruficauda,Rufous-tailed Jacamar,John van Dort,cc-by-nc-sa 4.0
rutjac1,[''],['call'],rutjac1/XC265029.ogg,XC,2.0,train_audio_clear/rutjac1/XC265029.ogg,-16.4456,-51.1201,Galbula ruficauda,Rufous-tailed Jacamar,Daniel Blamires,cc-by-nc-sa 4.0
rutjac1,[''],['song'],rutjac1/XC2695.ogg,XC,4.0,train_audio_clear/rutjac1/XC2695.ogg,-10.983,-66.05,Galbula ruficauda,Rufous-tailed Jacamar,Sjoerd Mayer,cc-by-nc-sa 3.0
rutjac1,['banana'],['song'],rutjac1/XC275285.ogg,XC,4.5,train_audio_clear/rutjac1/XC275285.ogg,0.883,-78.8,Galbula ruficauda,Rufous-tailed Jacamar,Patricio Mena Valenzuela,cc-by-nc-sa 4.0
rutjac1,['pirfly1'],['song'],rutjac1/XC275286.ogg,XC,4.5,train_audio_clear/rutjac1/XC275286.ogg,0.883,-78.8,Galbula ruficauda,Rufous-tailed Jacamar,Patricio Mena Valenzuela,cc-by-nc-sa 4.0
rutjac1,[''],['song'],rutjac1/XC275287.ogg,XC,5.0,train_audio_clear/rutjac1/XC275287.ogg,0.883,-78.8,Galbula ruficauda,Rufous-tailed Jacamar,Patricio Mena Valenzuela,cc-by-nc-sa 4.0
rutjac1,['thbeup1'],"['call', 'calls']",rutjac1/XC275288.ogg,XC,4.5,train_audio_clear/rutjac1/XC275288.ogg,0.883,-78.8,Galbula ruficauda,Rufous-tailed Jacamar,Patricio Mena Valenzuela,cc-by-nc-sa 4.0
rutjac1,[''],['call'],rutjac1/XC275289.ogg,XC,5.0,train_audio_clear/rutjac1/XC275289.ogg,0.883,-78.8,Galbula ruficauda,Rufous-tailed Jacamar,Patricio Mena Valenzuela,cc-by-nc-sa 4.0
rutjac1,[''],['song'],rutjac1/XC276006.ogg,XC,5.0,train_audio_clear/rutjac1/XC276006.ogg,-0.32,-79.018,Galbula ruficauda,Rufous-tailed Jacamar,Jonas Nilsson,cc-by-nc-sa 4.0
rutjac1,[''],['song'],rutjac1/XC276007.ogg,XC,4.0,train_audio_clear/rutjac1/XC276007.ogg,-0.593,-79.363,Galbula ruficauda,Rufous-tailed Jacamar,Jonas Nilsson,cc-by-nc-sa 4.0
rutjac1,[''],"['call', 'calls']",rutjac1/XC276008.ogg,XC,5.0,train_audio_clear/rutjac1/XC276008.ogg,0.892,-78.533,Galbula ruficauda,Rufous-tailed Jacamar,Jonas Nilsson,cc-by-nc-sa 4.0
rutjac1,[''],['song'],rutjac1/XC278200.ogg,XC,5.0,train_audio_clear/rutjac1/XC278200.ogg,-22.4508,-42.7735,Galbula ruficauda,Rufous-tailed Jacamar,Jerome Fischer,cc-by-nc-sa 4.0
rutjac1,[''],['call'],rutjac1/XC283487.ogg,XC,4.0,train_audio_clear/rutjac1/XC283487.ogg,15.3555,-85.2416,Galbula ruficauda,Rufous-tailed Jacamar,Carlos Funes,cc-by-nc-sa 4.0
rutjac1,[''],['call'],rutjac1/XC28361.ogg,XC,4.0,train_audio_clear/rutjac1/XC28361.ogg,17.777,-89.0114,Galbula ruficauda,Rufous-tailed Jacamar,Daniel Lane,cc-by-nc-sa 3.0
rutjac1,[''],"['call', 'song']",rutjac1/XC28509.ogg,XC,3.0,train_audio_clear/rutjac1/XC28509.ogg,17.777,-89.0114,Galbula ruficauda,Rufous-tailed Jacamar,Daniel Lane,cc-by-nc-sa 3.0
rutjac1,[''],"['call', 'song']",rutjac1/XC286751.ogg,XC,5.0,train_audio_clear/rutjac1/XC286751.ogg,15.6924,-86.9027,Galbula ruficauda,Rufous-tailed Jacamar,Alfonso Auerbach,cc-by-nc-sa 4.0
rutjac1,[''],['call'],rutjac1/XC287566.ogg,XC,5.0,train_audio_clear/rutjac1/XC287566.ogg,-12.5834,-41.3667,Galbula ruficauda,Rufous-tailed Jacamar,Jeremy Minns,cc-by-nc-sa 4.0
rutjac1,[''],['call'],rutjac1/XC289690.ogg,XC,3.0,train_audio_clear/rutjac1/XC289690.ogg,3.9281,-77.1485,Galbula ruficauda,Rufous-tailed Jacamar,Paula Caycedo - Fernando Ayerbe,cc-by-nc-sa 4.0
rutjac1,[''],['song'],rutjac1/XC289787.ogg,XC,3.0,train_audio_clear/rutjac1/XC289787.ogg,-9.2419,-35.7699,Galbula ruficauda,Rufous-tailed Jacamar,Jeremy Minns,cc-by-nc-sa 4.0
rutjac1,['trokin'],['call'],rutjac1/XC291481.ogg,XC,4.5,train_audio_clear/rutjac1/XC291481.ogg,-22.4508,-42.7735,Galbula ruficauda,Rufous-tailed Jacamar,Jerome Fischer,cc-by-nc-sa 4.0
rutjac1,"['pirfly1', 'trokin', 'grekis']",['call'],rutjac1/XC291483.ogg,XC,3.5,train_audio_clear/rutjac1/XC291483.ogg,-22.4508,-42.7735,Galbula ruficauda,Rufous-tailed Jacamar,Jerome Fischer,cc-by-nc-sa 4.0
rutjac1,"['pirfly1', 'trokin']",['call'],rutjac1/XC291485.ogg,XC,3.5,train_audio_clear/rutjac1/XC291485.ogg,-22.4508,-42.7735,Galbula ruficauda,Rufous-tailed Jacamar,Jerome Fischer,cc-by-nc-sa 4.0
rutjac1,['trokin'],['call'],rutjac1/XC297980.ogg,XC,4.5,train_audio_clear/rutjac1/XC297980.ogg,7.8275,-72.5837,Galbula ruficauda,Rufous-tailed Jacamar,Oscar Laverde,cc-by-nc-sa 4.0
rutjac1,[''],['song'],rutjac1/XC297981.ogg,XC,5.0,train_audio_clear/rutjac1/XC297981.ogg,7.8275,-72.5837,Galbula ruficauda,Rufous-tailed Jacamar,Jorge Enrique Avendaño,cc-by-nc-sa 4.0
rutjac1,[''],['song'],rutjac1/XC298078.ogg,XC,4.0,train_audio_clear/rutjac1/XC298078.ogg,7.8273,-72.6175,Galbula ruficauda,Rufous-tailed Jacamar,Oscar Laverde,cc-by-nc-sa 4.0
rutjac1,['yercac1'],['song'],rutjac1/XC298291.ogg,XC,2.5,train_audio_clear/rutjac1/XC298291.ogg,10.2944,-68.6532,Galbula ruficauda,Rufous-tailed Jacamar,Miguel Angel Torres,cc-by-nc-sa 4.0
rutjac1,['yebfly1'],['call'],rutjac1/XC303851.ogg,XC,3.5,train_audio_clear/rutjac1/XC303851.ogg,-12.6167,-41.3167,Galbula ruficauda,Rufous-tailed Jacamar,Jeremy Minns,cc-by-nc-sa 4.0
rutjac1,[''],['call'],rutjac1/XC304420.ogg,XC,5.0,train_audio_clear/rutjac1/XC304420.ogg,-20.7882,-51.703,Galbula ruficauda,Rufous-tailed Jacamar,Fernando Igor de Godoy,cc-by-nc-sa 4.0
rutjac1,[''],['song'],rutjac1/XC308313.ogg,XC,4.0,train_audio_clear/rutjac1/XC308313.ogg,13.166,-85.8629,Galbula ruficauda,Rufous-tailed Jacamar,Orlando Jarquín G.,cc-by-nc-sa 4.0
rutjac1,[''],['call'],rutjac1/XC312915.ogg,XC,3.0,train_audio_clear/rutjac1/XC312915.ogg,11.1334,-74.1001,Galbula ruficauda,Rufous-tailed Jacamar,GABRIEL LEITE,cc-by-nc-sa 4.0
rutjac1,[''],['call'],rutjac1/XC315650.ogg,XC,5.0,train_audio_clear/rutjac1/XC315650.ogg,-14.1097,-38.9863,Galbula ruficauda,Rufous-tailed Jacamar,Jeremy Minns,cc-by-nc-sa 4.0
rutjac1,[''],['song'],rutjac1/XC319592.ogg,XC,5.0,train_audio_clear/rutjac1/XC319592.ogg,-22.5939,-43.4347,Galbula ruficauda,Rufous-tailed Jacamar,Odirlei Vieira da Fonseca,cc-by-nc-sa 4.0
rutjac1,[''],['song'],rutjac1/XC325550.ogg,XC,4.0,train_audio_clear/rutjac1/XC325550.ogg,-2.6557,-57.9652,Galbula ruficauda,Rufous-tailed Jacamar,GABRIEL LEITE,cc-by-nc-sa 4.0
rutjac1,[''],['song'],rutjac1/XC332696.ogg,XC,5.0,train_audio_clear/rutjac1/XC332696.ogg,18.2071,-89.0966,Galbula ruficauda,Rufous-tailed Jacamar,Ross Gallardy,cc-by-nc-sa 4.0
rutjac1,[''],['call'],rutjac1/XC341473.ogg,XC,5.0,train_audio_clear/rutjac1/XC341473.ogg,-11.3834,-37.4001,Galbula ruficauda,Rufous-tailed Jacamar,Jeremy Minns,cc-by-nc-sa 4.0
rutjac1,[''],['call'],rutjac1/XC342727.ogg,XC,5.0,train_audio_clear/rutjac1/XC342727.ogg,-8.6204,-48.4106,Galbula ruficauda,Rufous-tailed Jacamar,Tulio Dornas,cc-by-nc-sa 4.0
rutjac1,[''],['song'],rutjac1/XC348976.ogg,XC,5.0,train_audio_clear/rutjac1/XC348976.ogg,-20.3317,-46.4659,Galbula ruficauda,Rufous-tailed Jacamar,Ricardo José Mitidieri,cc-by-nc-sa 4.0
rutjac1,[''],"['call', 'song']",rutjac1/XC349758.ogg,XC,4.0,train_audio_clear/rutjac1/XC349758.ogg,17.222,-89.625,Galbula ruficauda,Rufous-tailed Jacamar,Max Noack,cc-by-nc-sa 4.0
rutjac1,[''],"['call', 'song']",rutjac1/XC349760.ogg,XC,4.0,train_audio_clear/rutjac1/XC349760.ogg,17.222,-89.625,Galbula ruficauda,Rufous-tailed Jacamar,Max Noack,cc-by-nc-sa 4.0
rutjac1,[''],['song'],rutjac1/XC353393.ogg,XC,2.0,train_audio_clear/rutjac1/XC353393.ogg,7.1092,-73.4824,Galbula ruficauda,Rufous-tailed Jacamar,Andres Angulo,cc-by-nc-sa 4.0
rutjac1,[''],['call'],rutjac1/XC360991.ogg,XC,3.0,train_audio_clear/rutjac1/XC360991.ogg,9.502,-75.3557,Galbula ruficauda,Rufous-tailed Jacamar,Nick Komar,cc-by-nc-sa 4.0
rutjac1,[''],['call'],rutjac1/XC382459.ogg,XC,3.0,train_audio_clear/rutjac1/XC382459.ogg,9.9261,-75.1074,Galbula ruficauda,Rufous-tailed Jacamar,Andres Angulo ,cc-by-nc-sa 4.0
rutjac1,[''],['song'],rutjac1/XC382483.ogg,XC,4.0,train_audio_clear/rutjac1/XC382483.ogg,9.9261,-75.1074,Galbula ruficauda,Rufous-tailed Jacamar,Andres Angulo ,cc-by-nc-sa 4.0
rutjac1,[''],['song'],rutjac1/XC387266.ogg,XC,3.0,train_audio_clear/rutjac1/XC387266.ogg,11.2446,-73.8003,Galbula ruficauda,Rufous-tailed Jacamar,Andres Angulo ,cc-by-nc-sa 4.0
rutjac1,[''],['song'],rutjac1/XC388078.ogg,XC,4.0,train_audio_clear/rutjac1/XC388078.ogg,-22.4508,-42.7735,Galbula ruficauda,Rufous-tailed Jacamar,Bobby Wilcox,cc-by-nc-sa 4.0
rutjac1,[''],['song'],rutjac1/XC388860.ogg,XC,5.0,train_audio_clear/rutjac1/XC388860.ogg,5.1266,-74.5924,Galbula ruficauda,Rufous-tailed Jacamar,Andres Angulo ,cc-by-nc-sa 4.0
rutjac1,[''],['song'],rutjac1/XC389685.ogg,XC,3.0,train_audio_clear/rutjac1/XC389685.ogg,7.8151,-75.5489,Galbula ruficauda,Rufous-tailed Jacamar,Andres Angulo ,cc-by-nc-sa 4.0
rutjac1,[''],"['duet', 'song']",rutjac1/XC393400.ogg,XC,4.0,train_audio_clear/rutjac1/XC393400.ogg,-15.6361,-56.0668,Galbula ruficauda,Rufous-tailed Jacamar,Nick Komar,cc-by-nc-sa 4.0
rutjac1,['recwoo1'],['song'],rutjac1/XC402069.ogg,XC,4.5,train_audio_clear/rutjac1/XC402069.ogg,8.2594,-77.7761,Galbula ruficauda,Rufous-tailed Jacamar,Kent Livezey,cc-by-nc-sa 4.0
rutjac1,"['littin1', 'orcpar']",['song'],rutjac1/XC402070.ogg,XC,4.5,train_audio_clear/rutjac1/XC402070.ogg,8.2594,-77.7761,Galbula ruficauda,Rufous-tailed Jacamar,Kent Livezey,cc-by-nc-sa 4.0
rutjac1,[''],['song'],rutjac1/XC403890.ogg,XC,5.0,train_audio_clear/rutjac1/XC403890.ogg,-16.9039,-49.2218,Galbula ruficauda,Rufous-tailed Jacamar,JAYRSON ARAUJO DE OLIVEIRA,cc-by-nc-sa 4.0
rutjac1,[''],['song'],rutjac1/XC403891.ogg,XC,5.0,train_audio_clear/rutjac1/XC403891.ogg,-14.625,-49.0051,Galbula ruficauda,Rufous-tailed Jacamar,JAYRSON ARAUJO DE OLIVEIRA,cc-by-nc-sa 4.0
